timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
30108000,30108000,29.660325088043102,-82.31664757866146,39.670273,39.60809,0.0,1.1071947,1.1054693,nan,1,0,0,0
30308000,30308000,29.66032511157843,-82.31664755018133,39.872505,39.81032,0.0,1.1176361,1.1072247,nan,1,0,0,0
30516000,30516000,29.66032511770879,-82.31664755266412,40.08307,40.02256,0.0,1.1076051,1.1057211,nan,1,0,0,0
30716000,30716000,29.66032509376681,-82.31664755672165,40.305008,40.2445,0.0,1.118185,1.107506,nan,1,0,0,0
30908000,30908000,29.660325046255252,-82.31664756302567,40.585976,40.526962,0.0,1.1070572,1.1052996,nan,1,0,0,0
31116000,31116000,29.660324986848146,-82.31664759111528,40.976566,40.917553,0.0,1.118351,1.1056141,nan,1,0,0,0
31316000,31316000,29.660324937484173,-82.31664759765015,41.45382,41.391346,0.0,1.107523,1.1056279,nan,1,0,0,0
31516000,31516000,29.66032489072071,-82.31664759877627,41.98846,41.925987,0.0,1.1186422,1.1055984,nan,1,0,0,0
31716000,31716000,29.6603248560569,-82.3166475771052,42.551933,42.48424,0.0,1.1075959,1.1038433,nan,1,0,0,0
31916000,31916000,29.660324831855892,-82.3166475573637,43.11375,43.04606,0.0,1.118779,1.1074656,nan,1,0,0,0
32116000,32116000,29.66032485862161,-82.31664754178361,43.66304,43.590282,0.0,1.1077005,1.1038275,nan,1,0,0,0
32316000,32316000,29.660324927186135,-82.31664752595479,44.16686,44.0941,0.0,1.1187979,1.1074405,nan,1,0,0,0
32516000,32516000,29.660324911765994,-82.31664747281262,44.64055,44.564583,0.0,1.1077919,1.105568,nan,1,0,0,0
32716000,32716000,29.660324868551,-82.31664741745875,45.083984,45.00802,0.0,1.1187725,1.1073768,nan,1,0,0,0
32916000,32916000,29.660324796954768,-82.31664738039422,45.508377,45.430557,0.0,1.1078285,1.1054853,nan,1,0,0,0
33116000,33116000,29.66032472169727,-82.316647362963,45.90101,45.82319,0.0,1.1187247,1.1072305,nan,1,0,0,0
33316000,33316000,29.66032467423175,-82.3166473295356,46.26315,46.184093,0.0,1.1078389,1.1053032,nan,1,0,0,0
33516000,33516000,29.660324658250087,-82.3166473124368,46.593124,46.51407,0.0,1.1186571,1.1070526,nan,1,0,0,0
33716000,33716000,29.6603246499294,-82.31664732447304,46.900333,46.82152,0.0,1.1078259,1.1051688,nan,1,0,0,0
33908000,33908000,29.660324661177533,-82.31664734433095,47.17002,47.09121,0.0,1.11801,1.1084218,nan,1,0,0,0
34116000,34116000,29.660324651884594,-82.3166473458888,47.44317,47.366196,0.0,1.1077989,1.1049833,nan,1,0,0,0
34316000,34316000,29.660324644862623,-82.31664733642901,47.680534,47.60356,0.0,1.118524,1.1085974,nan,1,0,0,0
34508000,34508000,29.66032462466488,-82.31664733399668,47.890068,47.815598,0.0,1.1072752,1.1062496,nan,1,0,0,0
34716000,34716000,29.660324613085166,-82.31664733776228,48.093834,48.019363,0.0,1.1184648,1.1083411,nan,1,0,0,0
34908000,34908000,29.660324592938313,-82.31664731497297,48.26661,48.195175,0.0,1.1072412,1.1060146,nan,1,0,0,0
35116000,35116000,29.660324601295116,-82.31664730081629,48.43515,48.363716,0.0,1.1184169,1.1081376,nan,1,0,0,0
35316000,35316000,29.66032457658068,-82.31664728681915,48.58271,48.51479,0.0,1.1077001,1.1061679,nan,1,0,0,0
35516000,35516000,29.660324566365535,-82.31664728327858,48.71569,48.64777,0.0,1.1183807,1.1078808,nan,1,0,0,0
35716000,35716000,29.66032454869303,-82.31664722256556,48.837738,48.773933,0.0,1.1076715,1.105925,nan,1,0,0,0
35908000,35908000,29.66032455295974,-82.31664716580774,48.94454,48.880733,0.0,1.1177814,1.107292,nan,1,0,0,0
36116000,36116000,29.66032453458588,-82.31664715859824,49.053436,48.994522,0.0,1.1076491,1.1057183,nan,1,0,0,0
36316000,36316000,29.66032451480992,-82.31664718616395,49.14596,49.087048,0.0,1.1183366,1.1074107,nan,1,0,0,0
36508000,36508000,29.660324482788514,-82.31664720316132,49.23504,49.1808,0.0,1.1071415,1.1069598,nan,1,0,0,0
36716000,36716000,29.660324348455855,-82.31664715071393,49.299328,49.24509,0.0,1.1182996,1.1071507,nan,1,0,0,0
36916000,36916000,29.660324856331634,-82.31664711510976,49.295067,49.24684,0.0,1.1076255,1.1052444,nan,1,0,0,0
37116000,37116000,29.66032617626918,-82.31664748543933,49.234177,49.18595,0.0,1.1181719,1.1069621,nan,1,0,0,0
37316000,37316000,29.66032841499474,-82.31664758394675,49.128887,49.089005,0.0,1.1075752,1.106887,nan,1,0,0,0
37516000,37516000,29.660331864634795,-82.31664772012977,48.966656,48.926773,0.0,1.1180847,1.1067339,nan,1,0,0,0
37716000,37716000,29.660336178293242,-82.31664785286912,48.743736,48.714302,0.0,1.1074848,1.1066618,nan,1,0,0,0
37916000,37916000,29.660341108956523,-82.31664787983986,48.463886,48.434452,0.0,1.1180433,1.1083748,nan,1,0,0,0
38116000,38116000,29.66034647299965,-82.31664789115203,48.1743,48.157326,0.0,1.1073942,1.1063612,nan,1,0,0,0
38316000,38316000,29.660351761963227,-82.3166478079731,47.901623,47.884647,0.0,1.1182247,1.108033,nan,1,0,0,0
38508000,38508000,29.660356703004194,-82.31664761933112,47.645092,47.63856,0.0,1.1068578,1.1075152,nan,1,0,0,0
38716000,38716000,29.660362318937754,-82.31664758741812,47.36788,47.36135,0.0,1.1185341,1.1076639,nan,1,0,0,0
38916000,38916000,29.660367636214826,-82.31664742936937,47.10067,47.104404,0.0,1.1074247,1.1056937,nan,1,0,0,0
39116000,39116000,29.660372906727993,-82.31664725905516,46.82174,46.825474,0.0,1.1188451,1.1092727,nan,1,0,0,0
39316000,39316000,29.660378331135373,-82.3166471652207,46.53905,46.552544,0.0,1.1075518,1.1053871,nan,1,0,0,0
